Explained Variance Ratio
0.23253899429161415
0.15558809995475217
0.1381806677102433
0.11505889726880991
0.092422187225162
0.0683935209526547
0.06440270047445569
0.05770778792486139
0.033134059055427934
0.027497360843746887
0.015075724298271961
1.1407735814584873e-32
