PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12
2.6175412884546856,-1.6652017894307778,-0.15696478814770115,-0.6949405815599651,-0.5027502436099389,0.5382207954130886,1.0522313266020407,0.22482805354869753,-0.23562439289957526,-0.5890047776516634,0.6891455017179114,-6.445120473215678e-16
1.092588148184239,0.6867158921136695,-1.554818112954574,-0.9021623233110935,-0.3176814808810547,0.9823953740657169,-0.6320778360288853,-1.7268756906490519,-0.16197017074580156,-0.30850711597739383,0.06250078117345621,6.483570009242124e-15
-1.849909234239395,0.8022018324879313,0.9342269865030552,-1.1114454034809744,0.2880589777796855,1.2151349732174892,-0.7197435739488993,0.3748550271634857,-0.30509514893534645,0.6962254730451546,0.33996031674696914,3.2838078839660794e-16
1.4562265074698202,-1.2148317076965869,0.542585964133975,-0.14435867416104284,-0.6583463004880571,0.8014989335389073,-0.026276303492612563,-0.21782819814257792,-0.11794032369696279,-0.313938591324438,0.46262397173605535,-1.3981074827358827e-16
0.2799696646791388,-0.9375768835681697,1.338874516888313,1.5129972408898538,-0.9121478757901921,1.2181665972473652,-1.654030704931977,-1.5497775101689888,1.3456913381012074,0.26424942202781976,0.6793557911681649,-1.9707292417240376e-16
-0.35837997099151164,-0.8633693671813454,1.3710936451491718,-0.5579682294085827,0.08429577641121394,-1.2874917205463416,1.013552514338255,-0.4070724122127894,0.04405721148513198,-0.8395471453926373,-0.287017465154264,-1.8201607445352089e-16
1.0842748575342567,-0.37369938836315275,-0.7851292406114982,-1.7031725153928159,-0.1522109220395001,0.5128486226302844,0.4307844780596719,0.38643277459426617,0.3174604644833397,0.1608257682828884,0.32760594488764555,-1.7329283311713746e-16
-1.8797099450206396,1.2035604118924565,0.39917932770513137,-2.024428112757515,-1.4539692934968125,-0.4723313949347329,-0.15621618606899437,-0.4378030627226008,-0.34842845819687734,-0.366687026942523,-0.03719037957140351,-7.191601878961955e-17
0.45238147879218743,-1.0717468770951446,1.2261524420130512,-0.045099723287798946,-0.21707844611236682,0.7035229270697752,-0.3433871098327811,0.1424892370631373,0.010196586907960114,-0.23924358783636923,-0.3805935276013168,-1.5618051498228096e-16
0.147371080584079,0.13435358964990374,-0.17297178718933995,-1.2968192915243961,-0.4371683462246421,0.8202544564325158,-0.5237925941316331,-0.039379736385025066,0.028828748748422672,0.48917400986294163,0.13845818537675214,-1.7360400265305343e-16
2.7108704615568002,-0.3449397301836406,-1.6751111726533947,-0.720814327433337,-0.3946469430468722,0.8367699342096441,0.45525639741614465,-1.5629519742719362,-0.025045700455971646,0.6262216902981069,0.7682615772888302,-2.326495722876241e-16
0.658795278663057,-0.3103202015651979,-0.5320178223237283,-1.7910379257087734,-0.7057057731824706,-1.0902154474781518,1.6688116253921528,-0.4654096108967161,0.5834390930732394,0.02750006611242324,0.32055697054208937,-1.6975018685579749e-16
-0.21606534565630528,-0.13245315257461193,-0.3062654513541587,-1.181291760680041,2.1657476175389077,-0.1783836200503025,0.0868826136200669,0.023055248334187723,0.6383774969464656,-0.07403771437298323,-0.6651818159849426,-1.86269973910243e-16
-2.9566569749928138,1.2638432613666095,1.2205497941247159,-0.9441742577519268,-1.363286334252526,0.6722555388305633,0.7360585591913129,-0.344550513542174,0.758112958157008,0.21138154397294096,0.6229214780599291,-6.978666086184204e-18
1.1767416074133836,-1.5199619363222197,0.9022455684662036,-0.15823671966931224,1.2033282002993295,0.03345697157975508,0.4760120360802391,0.1528245989267429,-0.22950330783283218,-0.16841126821683844,-0.09939764891364974,-1.570408545981483e-16
-0.3810830279890497,0.09787287161122103,0.21479898741301817,-1.4430160568032528,-1.1276139253883541,-0.7850065055276593,0.7313084801536776,-0.6205469484014994,0.49899322037512683,0.361565612746129,-0.07133268935984773,-2.1653535875286698e-16
