Entity1;Entity2;ClickstreamEnt1Ent2;PopularityEnt1;PopularityEnt2;PopularityDiff;PopularitySum;CosineSimilarityEnt1Ent2;DBpediaSimilarityEnt1Ent2;DBpediaRelatednessEnt1Ent2;PalmaInterestingnessEnt1Ent2
'Alexander_the_Great'; 'Ephesus';63;113391.33;27991.37;85399.96;141382.7;0.42;0.13;0.33;2.96
'Alexander_the_Great'; 'Peter_the_Great';11;113391.33;26838.67;86552.66;140230.0;0.48;0.7;0.58;1.62
'Alexander_the_Great'; 'Spartacus';10;113391.33;94279.46;19111.87;207670.79;0.25;0.74;0.49;2.31
'Alexander_the_Great'; 'Byzantine_Greeks';11;113391.33;2027.33;111364.0;115418.66;0.48;0.41;0.39;0.86
'Alexander_the_Great'; 'Buner_District';12;113391.33;605.0;112786.33;113996.33;0.15;0.14;0.56;11.37
'Alexander_the_Great'; 'Thrace';514;113391.33;23304.39;90086.94;136695.72;0.35;0.15;0.28;1.81
'Alexander_the_Great'; 'Gangaridai';81;113391.33;1624.74;111766.59;115016.07;0.36;0.19;0.38;2.65
'Alexander_the_Great'; 'Bucephalus';563;113391.33;10715.04;102676.29;124106.37;0.42;0.2;0.33;1.31
'Alexander_the_Great'; 'Mostellaria';25;113391.33;506.32;112885.01;113897.65;0.18;0.11;0.53;8.32
'Alexander_the_Great'; 'Battle_of_the_Persian_Gate';329;113391.33;822.33;112569.0;114213.66;0.64;0.1;0.24;0.28
'Alexander_the_Great'; 'Mavroneri';231;113391.33;261.05;113130.28;113652.38;0.2;0.2;0.55;3.62
'Alexander_the_Great'; 'Greco-Persian_Wars';40;113391.33;11774.33;101617.0;125165.66;0.42;0.09;0.29;2.94
'Alexander_the_Great'; 'Battle_of_the_Hydaspes';1910;113391.33;9703.67;103687.66;123095.0;0.62;0.09;0.22;0.34
'Alexander_the_Great'; 'Alexander_I_of_Russia';21;113391.33;11929.33;101462.0;125320.66;0.67;0.65;0.6;0.49
'Alexander_the_Great'; 'Mount_Ossa_(Greece)';35;113391.33;866.09;112525.24;114257.42;0.12;0.19;0.44;6.84
'Alexander_the_Great'; 'Ancient_Egyptian_royal_titulary';1104;113391.33;1413.0;111978.33;114804.33;0.31;0.11;0.53;3.23
'Alexander_the_Great'; 'Siege_of_Halicarnassus';147;113391.33;350.67;113040.66;113742.0;0.45;0.09;0.23;0.7
'Alexander_the_Great'; 'Plato';45;113391.33;156016.96;42625.63;269408.29;0.36;0.35;0.34;1.73
'Alexander_the_Great'; 'Nine_Worthies';75;113391.33;2556.0;110835.33;115947.33;0.37;0.09;0.51;4.96
'Alexander_the_Great'; 'Siege_of_Pelium';109;113391.33;304.33;113087.0;113695.66;0.51;0.09;0.32;1.22
'Alexander_the_Great'; 'Vergina';47;113391.33;3367.89;110023.44;116759.22;0.47;0.13;0.31;1.83
'Alexander_the_Great'; 'Uzbekistan';13;113391.33;110738.46;2652.87;224129.79;0.34;0.16;0.51;10.66
'Alexander_the_Great'; 'Julius_Caesar';579;113391.33;136828.33;23437.0;250219.66;0.42;0.39;0.31;0.06
'Gaza_Strip'; 'Alexander_the_Great';28;44861.05;113391.33;68530.28;158252.38;0.27;0.16;0.53;9.22
'Salah_al-Din_Road'; 'Alexander_the_Great';11;118.33;113391.33;113273.0;113509.66;0.25;0.17;0.44;5.86
'Philip_II_of_Macedon'; 'Alexander_the_Great';3551;11860.0;113391.33;101531.33;125251.33;0.59;0.78;0.19;2.68
'Strychnine_poisoning'; 'Alexander_the_Great';32;2808.33;113391.33;110583.0;116199.66;0.26;0.08;0.79;10.6
'Christopher_Columbus'; 'Alexander_the_Great';10;167295.79;113391.33;53904.46;280687.12;0.44;0.36;0.52;5.84
'Trojan_War'; 'Alexander_the_Great';19;38047.33;113391.33;75344.0;151438.66;0.49;0.09;0.34;3.99
'Rosario_Dawson'; 'Alexander_the_Great';13;43587.67;113391.33;69803.66;156979.0;0.27;0.28;0.64;11.0
'Medusa'; 'Alexander_the_Great';26;93505.13;113391.33;19886.2;206896.46;0.33;0.07;0.48;9.89
'Second_Temple'; 'Alexander_the_Great';19;12503.33;113391.33;100888.0;125894.66;0.4;0.17;0.38;4.54
'Athenian_democracy'; 'Alexander_the_Great';24;12907.67;113391.33;100483.66;126299.0;0.51;0.14;0.39;3.32
'Philotas'; 'Alexander_the_Great';30;1145.0;113391.33;112246.33;114536.33;0.4;0.58;0.29;1.35
'Cyprus'; 'Alexander_the_Great';326;198432.74;113391.33;85041.41;311824.07;0.38;0.16;0.5;4.24
'Koine_Greek'; 'Alexander_the_Great';774;7660.33;113391.33;105731.0;121051.66;0.37;0.14;0.35;2.09
'Cleopatra_Eurydice_of_Macedon'; 'Alexander_the_Great';23;1177.0;113391.33;112214.33;114568.33;0.38;0.29;0.3;1.14
'Iraq'; 'Alexander_the_Great';22;117591.15;113391.33;4199.82;230982.48;0.46;0.16;0.55;7.35
'Aristotle_with_a_Bust_of_Homer'; 'Alexander_the_Great';13;383.67;113391.33;113007.66;113775.0;0.27;0.17;0.49;6.77
'Antigonid_dynasty'; 'Alexander_the_Great';76;1619.67;113391.33;111771.66;115011.0;0.33;0.14;0.31;2.69
'Sisygambis'; 'Alexander_the_Great';30;923.16;113391.33;112468.17;114314.49;0.57;0.6;0.35;1.51
'Siege_of_Cyropolis'; 'Alexander_the_Great';10;144.0;113391.33;113247.33;113535.33;0.39;0.09;0.25;2.51
'Jesus'; 'Alexander_the_Great';144;298018.1;113391.33;184626.77;411409.43;0.39;0.33;0.48;2.95
'Darial_Gorge'; 'Alexander_the_Great';23;510.0;113391.33;112881.33;113901.33;0.28;0.15;0.54;6.35
'Alexander_Helios'; 'Alexander_the_Great';93;1938.0;113391.33;111453.33;115329.33;0.36;0.88;0.37;1.3
'Bodrum'; 'Alexander_the_Great';12;4352.41;113391.33;109038.92;117743.74;0.23;0.13;0.37;8.96
'Jordan'; 'Alexander_the_Great';78;138213.79;113391.33;24822.46;251605.12;0.42;0.16;0.55;5.69
'Colonies_in_antiquity'; 'Alexander_the_Great';17;2541.67;113391.33;110849.66;115933.0;0.5;0.13;0.35;2.76
'Maccabees'; 'Alexander_the_Great';38;20369.29;113391.33;93022.04;133760.62;0.39;0.35;0.41;2.36
'Classical_Athens'; 'Alexander_the_Great';23;6060.0;113391.33;107331.33;119451.33;0.49;0.16;0.3;1.59
'Aconitum'; 'Alexander_the_Great';11;14040.53;113391.33;99350.8;127431.86;0.15;0.24;0.66;14.69
'Ivan_the_Terrible'; 'Alexander_the_Great';15;23652.33;113391.33;89739.0;137043.66;0.43;0.71;0.56;1.47
'Vergina'; 'Alexander_the_Great';29;3367.89;113391.33;110023.44;116759.22;0.47;0.13;0.31;2.1
'Ramesses_II'; 'Alexander_the_Great';21;28248.33;113391.33;85143.0;141639.66;0.39;0.23;0.4;4.32
'Book_of_Daniel'; 'Alexander_the_Great';12;8889.33;113391.33;104502.0;122280.66;0.5;0.15;0.43;4.89
'Fountain_of_Youth'; 'Alexander_the_Great';23;6512.0;113391.33;106879.33;119903.33;0.39;0.09;0.62;8.45
'War_elephant'; 'Alexander_the_Great';25;5844.33;113391.33;107547.0;119235.66;0.35;0.1;0.33;4.8
'Indian_Navy'; 'Alexander_the_Great';11;21901.0;113391.33;91490.33;135292.33;0.3;0.09;0.58;14.02
'Thracians'; 'Alexander_the_Great';85;21903.88;113391.33;91487.45;135295.21;0.44;0.13;0.31;2.2
'Eurydice_II_of_Macedon'; 'Alexander_the_Great';14;283.33;113391.33;113108.0;113674.66;0.42;0.43;0.3;0.39
'Demosthenes'; 'Alexander_the_Great';73;10845.93;113391.33;102545.4;124237.26;0.31;0.38;0.31;1.02
'Heracles_of_Macedon'; 'Alexander_the_Great';65;682.33;113391.33;112709.0;114073.66;0.44;0.41;0.33;0.05
'Mesopotamia'; 'Alexander_the_Great';1299;145872.81;113391.33;32481.48;259264.14;0.52;0.13;0.29;0.78
'Fourth_Crusade'; 'Alexander_the_Great';37;12042.33;113391.33;101349.0;125433.66;0.48;0.09;0.39;3.83
'Alexander_Gustafsson'; 'Alexander_the_Great';23;39236.0;113391.33;74155.33;152627.33;0.22;0.34;0.64;8.76
'Kalash_people'; 'Alexander_the_Great';69;6629.67;113391.33;106761.66;120021.0;0.35;0.13;0.46;4.83
'Sadducees'; 'Alexander_the_Great';15;7440.53;113391.33;105950.8;120831.86;0.3;0.09;0.42;8.85
'Qin_Shi_Huang'; 'Alexander_the_Great';16;24050.33;113391.33;89341.0;137441.66;0.4;0.56;0.49;2.02
'Siege_of_Tyre_(332_BC)'; 'Alexander_the_Great';230;3123.67;113391.33;110267.66;116515.0;0.58;0.09;0.24;0.06
'Artaxerxes_III'; 'Alexander_the_Great';13;1478.0;113391.33;111913.33;114869.33;0.36;0.85;0.28;3.75
'Gymnosophists'; 'Alexander_the_Great';12;957.89;113391.33;112433.44;114349.22;0.46;0.08;0.4;4.89
'Fergana_Valley'; 'Alexander_the_Great';24;2067.33;113391.33;111324.0;115458.66;0.43;0.21;0.42;3.28
'Battle_of_Ipsus'; 'Alexander_the_Great';17;1232.33;113391.33;112159.0;114623.66;0.43;0.1;0.29;2.77
'Rosetta_Stone'; 'Alexander_the_Great';99;33427.0;113391.33;79964.33;146818.33;0.42;0.09;0.42;4.32
'Gordian_Knot'; 'Alexander_the_Great';574;11994.67;113391.33;101396.66;125386.0;0.47;0.09;0.39;2.25
'League_of_Corinth'; 'Alexander_the_Great';91;1823.67;113391.33;111567.66;115215.0;0.3;0.09;0.23;2.47
'Tomb_of_Cyrus'; 'Alexander_the_Great';11;1504.33;113391.33;111887.0;114895.66;0.45;0.14;0.38;4.21
'Sati_(practice)'; 'Alexander_the_Great';14;17682.33;113391.33;95709.0;131073.66;0.41;0.43;0.53;4.06
'Antioch'; 'Alexander_the_Great';72;31288.5;113391.33;82102.83;144679.83;0.42;0.13;0.33;2.9
'Balochistan'; 'Alexander_the_Great';14;13740.18;113391.33;99651.15;127131.51;0.35;0.15;0.43;7.36
'Macedonia_(terminology)'; 'Alexander_the_Great';13;1084.66;113391.33;112306.67;114475.99;0.39;0.09;0.38;5.4
'Mongol_Empire'; 'Alexander_the_Great';21;36709.0;113391.33;76682.33;150100.33;0.4;0.14;0.38;5.31
'Amazons'; 'Alexander_the_Great';17;41365.87;113391.33;72025.46;154757.2;0.41;0.14;0.37;5.37
'Alternate_history'; 'Alexander_the_Great';31;7811.33;113391.33;105580.0;121202.66;0.5;0.18;0.57;4.85
'Skandor_Akbar'; 'Alexander_the_Great';24;1023.33;113391.33;112368.0;114414.66;0.18;0.43;0.66;5.7
'Kandahar'; 'Alexander_the_Great';90;16189.47;113391.33;97201.86;129580.8;0.36;0.13;0.43;4.5
'Attalus_(general)'; 'Alexander_the_Great';20;1203.54;113391.33;112187.79;114594.87;0.42;0.58;0.3;1.51
'Fidel_Castro'; 'Alexander_the_Great';34;51116.67;113391.33;62274.66;164508.0;0.32;0.3;0.69;7.66
'Taposiris_Magna'; 'Alexander_the_Great';29;549.0;113391.33;112842.33;113940.33;0.34;0.13;0.39;4.02
'Chandragupta_Maurya'; 'Alexander_the_Great';419;65626.0;113391.33;47765.33;179017.33;0.31;0.6;0.3;0.63
'Plovdiv'; 'Alexander_the_Great';29;17010.53;113391.33;96380.8;130401.86;0.35;0.11;0.47;7.1
'Seven_Wonders_of_the_Ancient_World'; 'Alexander_the_Great';274;39678.33;113391.33;73713.0;153069.66;0.38;0.21;0.35;2.13
'Greek_hero_cult'; 'Alexander_the_Great';31;1206.0;113391.33;112185.33;114597.33;0.41;0.1;0.41;4.08
'Caracalla'; 'Alexander_the_Great';10;12766.86;113391.33;100624.47;126158.19;0.34;0.59;0.38;0.35
'Alexander_Sarcophagus'; 'Alexander_the_Great';129;1141.0;113391.33;112250.33;114532.33;0.51;0.13;0.36;1.5
'Alexander_of_Greece'; 'Alexander_the_Great';33;3039.33;113391.33;110352.0;116430.66;0.58;0.71;0.48;0.68
'Ancient_Greek_literature'; 'Alexander_the_Great';16;3629.67;113391.33;109761.66;117021.0;0.58;0.21;0.37;1.43
'Greeks'; 'Alexander_the_Great';62;32703.6;113391.33;80687.73;146094.93;0.53;0.11;0.31;1.67
'Thessalonike_of_Macedon'; 'Alexander_the_Great';68;544.33;113391.33;112847.0;113935.66;0.45;0.42;0.35;0.15
'Lion-baiting'; 'Alexander_the_Great';19;575.79;113391.33;112815.54;113967.12;0.43;0.16;0.51;4.57
'Adolf_Hitler'; 'Alexander_the_Great';489;247531.33;113391.33;134140.0;360922.66;0.38;0.28;0.68;4.26
'Tajikistan'; 'Alexander_the_Great';20;71886.21;113391.33;41505.12;185277.54;0.34;0.16;0.46;7.98
'Parthia'; 'Alexander_the_Great';50;8949.66;113391.33;104441.67;122340.99;0.35;0.15;0.3;2.99
'Father_of_the_Nation'; 'Alexander_the_Great';158;4482.33;113391.33;108909.0;117873.66;0.37;0.13;0.51;4.1
'Batman_Province'; 'Alexander_the_Great';10;651.0;113391.33;112740.33;114042.33;0.24;0.15;0.59;10.33
'Amun'; 'Alexander_the_Great';37;22285.14;113391.33;91106.19;135676.47;0.38;0.1;0.41;5.63
'Roman_Kingdom'; 'Alexander_the_Great';11;10002.0;113391.33;103389.33;123393.33;0.43;0.16;0.5;7.43
'Herat_Citadel'; 'Alexander_the_Great';18;350.33;113391.33;113041.0;113741.66;0.19;0.17;0.46;6.83
'Nine_Worthies'; 'Alexander_the_Great';155;2556.0;113391.33;110835.33;115947.33;0.37;0.09;0.51;4.25
'Samarkand'; 'Alexander_the_Great';136;23652.52;113391.33;89738.81;137043.85;0.32;0.12;0.41;4.64
'Military_history'; 'Alexander_the_Great';11;3381.33;113391.33;110010.0;116772.66;0.56;0.17;0.41;3.15
'Prithviraj_Kapoor'; 'Alexander_the_Great';22;13075.67;113391.33;100315.66;126467.0;0.23;0.28;0.52;7.39
'Alexander_I_of_Russia'; 'Alexander_the_Great';16;11929.33;113391.33;101462.0;125320.66;0.67;0.65;0.6;0.54
'Mao_Zedong'; 'Alexander_the_Great';14;95008.42;113391.33;18382.91;208399.75;0.36;0.34;0.66;8.9
'The_Afghan_Campaign'; 'Alexander_the_Great';11;118.0;113391.33;113273.33;113509.33;0.36;0.13;0.41;4.55
'Golan_Heights'; 'Alexander_the_Great';239;11705.0;113391.33;101686.33;125096.33;0.32;0.14;0.48;4.3
'Jerusalem'; 'Alexander_the_Great';63;143925.0;113391.33;30533.67;257316.33;0.37;0.13;0.54;6.96
'Leochares'; 'Alexander_the_Great';15;467.37;113391.33;112923.96;113858.7;0.35;0.42;0.37;1.33
'Greek_fire'; 'Alexander_the_Great';20;13190.0;113391.33;100201.33;126581.33;0.4;0.13;0.49;6.88
'Helios'; 'Alexander_the_Great';10;35345.05;113391.33;78046.28;148736.38;0.49;0.09;0.34;5.07
'Temple_of_Artemis'; 'Alexander_the_Great';33;17627.33;113391.33;95764.0;131018.66;0.42;0.15;0.36;3.62
'Turkey'; 'Alexander_the_Great';573;298527.97;113391.33;185136.64;411919.3;0.49;0.16;0.6;3.71
'Coptic_language'; 'Alexander_the_Great';15;7843.67;113391.33;105547.66;121235.0;0.26;0.09;0.42;9.87
'Mausoleum_at_Halicarnassus'; 'Alexander_the_Great';45;20066.33;113391.33;93325.0;133457.66;0.36;0.13;0.36;4.42
'Kurdistan'; 'Alexander_the_Great';10;37004.55;113391.33;76386.78;150395.88;0.37;0.17;0.46;8.91
'Cappadocia'; 'Alexander_the_Great';23;38390.91;113391.33;75000.42;151782.24;0.34;0.12;0.34;5.84
'The_Battle_of_Alexander_at_Issus'; 'Alexander_the_Great';31;899.33;113391.33;112492.0;114290.66;0.61;0.17;0.38;1.18
'Transoxiana'; 'Alexander_the_Great';15;5749.71;113391.33;107641.62;119141.04;0.38;0.15;0.41;5.76
'Battle_of_the_Persian_Gate'; 'Alexander_the_Great';160;822.33;113391.33;112569.0;114213.66;0.64;0.1;0.24;0.32
'Battle_of_Plataea'; 'Alexander_the_Great';67;6146.67;113391.33;107244.66;119538.0;0.44;0.09;0.33;2.76
'Jared_Leto'; 'Alexander_the_Great';40;57438.33;113391.33;55953.0;170829.66;0.26;0.25;0.64;8.41
'Merong_Mahawangsa'; 'Alexander_the_Great';10;401.33;113391.33;112990.0;113792.66;0.17;0.41;0.52;5.84
'Khyber_Pakhtunkhwa'; 'Alexander_the_Great';12;11882.67;113391.33;101508.66;125274.0;0.42;0.13;0.51;8.18
'Pella_(regional_unit)'; 'Alexander_the_Great';11;235.67;113391.33;113155.66;113627.0;0.21;0.16;0.43;7.23
'Lahore'; 'Alexander_the_Great';17;52418.97;113391.33;60972.36;165810.3;0.3;0.12;0.58;11.99
'Syria'; 'Alexander_the_Great';18;131525.66;113391.33;18134.33;244916.99;0.43;0.16;0.52;7.89
'Western_philosophy'; 'Alexander_the_Great';27;8353.67;113391.33;105037.66;121745.0;0.4;0.1;0.55;7.16
'Hephaestion'; 'Alexander_the_Great';731;13039.39;113391.33;100351.94;126430.72;0.61;0.61;0.2;2.77
'Hisarlik'; 'Alexander_the_Great';38;3100.53;113391.33;110290.8;116491.86;0.36;0.13;0.43;4.75
'Ancient_Rome'; 'Alexander_the_Great';19;30030.0;113391.33;83361.33;143421.33;0.59;0.16;0.37;2.12
'Belisarius'; 'Alexander_the_Great';28;8655.17;113391.33;104736.16;122046.5;0.34;0.41;0.45;2.85
'World_domination'; 'Alexander_the_Great';13;1858.0;113391.33;111533.33;115249.33;0.45;0.09;0.56;7.4
'Seleucid_Empire'; 'Alexander_the_Great';675;14381.67;113391.33;99009.66;127773.0;0.48;0.14;0.2;0.13
'Rome'; 'Alexander_the_Great';11;129003.51;113391.33;15612.18;242394.84;0.49;0.14;0.68;11.61
'Eratosthenes'; 'Alexander_the_Great';36;24476.87;113391.33;88914.46;137868.2;0.35;0.29;0.36;2.75
'Partition_of_Babylon'; 'Alexander_the_Great';76;746.33;113391.33;112645.0;114137.66;0.55;0.09;0.29;0.87
'Astola_Island'; 'Alexander_the_Great';15;668.67;113391.33;112722.66;114060.0;0.23;0.16;0.45;7.23
'Tetradrachm'; 'Alexander_the_Great';31;1987.37;113391.33;111403.96;115378.7;0.27;0.09;0.36;5.84
'Hasmonean_dynasty'; 'Alexander_the_Great';16;4593.0;113391.33;108798.33;117984.33;0.45;0.16;0.35;3.27
'Acropolis'; 'Alexander_the_Great';15;11484.33;113391.33;101907.0;124875.66;0.3;0.15;0.41;7.68
'Darius_III'; 'Alexander_the_Great';1975;5470.0;113391.33;107921.33;118861.33;0.56;0.71;0.24;1.95
'King_(playing_card)'; 'Alexander_the_Great';105;3473.33;113391.33;109918.0;116864.66;0.18;0.15;0.63;7.24
'Amphipolis'; 'Alexander_the_Great';20;2820.11;113391.33;110571.22;116211.44;0.42;0.12;0.31;3.09
'Battle_of_Issus'; 'Alexander_the_Great';248;3329.33;113391.33;110062.0;116720.66;0.59;0.1;0.21;0.44
'Lysimachus'; 'Alexander_the_Great';65;4133.6;113391.33;109257.73;117524.93;0.38;0.71;0.25;2.45
'Jericho'; 'Alexander_the_Great';17;43642.2;113391.33;69749.13;157033.53;0.37;0.15;0.48;8.07
'Georgians'; 'Alexander_the_Great';36;11519.13;113391.33;101872.2;124910.46;0.34;0.13;0.5;6.65
'Stagira_(ancient_city)'; 'Alexander_the_Great';35;917.33;113391.33;112474.0;114308.66;0.28;0.13;0.38;4.69
'Alexandria_Ariana'; 'Alexander_the_Great';10;137.67;113391.33;113253.66;113529.0;0.38;0.13;0.45;5.09
'Thirty-first_Dynasty_of_Egypt'; 'Alexander_the_Great';102;782.33;113391.33;112609.0;114173.66;0.39;0.16;0.32;1.76
'Eumenes'; 'Alexander_the_Great';20;2069.29;113391.33;111322.04;115460.62;0.29;0.44;0.28;0.29
'Peripatetic_school'; 'Alexander_the_Great';37;3422.0;113391.33;109969.33;116813.33;0.32;0.1;0.41;5.56
'Gaza_City'; 'Alexander_the_Great';152;6224.33;113391.33;107167.0;119615.66;0.33;0.13;0.33;2.99
'Timeline_of_ancient_Greece'; 'Alexander_the_Great';39;2678.0;113391.33;110713.33;116069.33;0.28;0.09;0.27;4.18
'The_Man_Who_Would_Be_King'; 'Alexander_the_Great';11;3045.0;113391.33;110346.33;116436.33;0.37;0.09;0.53;9.4
'Timur'; 'Alexander_the_Great';10;59137.41;113391.33;54253.92;172528.74;0.4;0.92;0.36;4.58
'Scipio_Africanus'; 'Alexander_the_Great';106;10930.33;113391.33;102461.0;124321.66;0.37;0.43;0.42;1.42
'Amyntas_IV_of_Macedon'; 'Alexander_the_Great';26;315.0;113391.33;113076.33;113706.33;0.33;0.5;0.33;0.19
'Augustus'; 'Alexander_the_Great';130;137211.97;113391.33;23820.64;250603.3;0.41;0.38;0.32;0.39
'Charlemagne'; 'Alexander_the_Great';30;149675.0;113391.33;36283.67;263066.33;0.47;0.52;0.47;1.27
'Antiquities_of_the_Jews'; 'Alexander_the_Great';10;1810.67;113391.33;111580.66;115202.0;0.33;0.13;0.39;6.95
'Achilles'; 'Alexander_the_Great';121;112957.39;113391.33;433.94;226348.72;0.35;0.53;0.36;0.28
'Catherine_the_Great'; 'Alexander_the_Great';22;47233.67;113391.33;66157.66;160625.0;0.49;0.38;0.56;3.87
'The_Persian_Boy'; 'Alexander_the_Great';32;481.0;113391.33;112910.33;113872.33;0.43;0.09;0.33;2.63
'Wars_of_the_Diadochi'; 'Alexander_the_Great';279;2507.33;113391.33;110884.0;115898.66;0.44;0.1;0.23;0.78
'Ariobarzanes_of_Persis'; 'Alexander_the_Great';17;311.33;113391.33;113080.0;113702.66;0.34;0.5;0.37;0.68
'Widsith'; 'Alexander_the_Great';11;1287.37;113391.33;112103.96;114678.7;0.23;0.09;0.5;11.24
'Georgy_Zhukov'; 'Alexander_the_Great';16;19200.33;113391.33;94191.0;132591.66;0.3;0.6;0.64;4.77
'Arabization'; 'Alexander_the_Great';15;2994.74;113391.33;110396.59;116386.07;0.42;0.14;0.46;5.72
'Roman_emperor'; 'Alexander_the_Great';29;9804.67;113391.33;103586.66;123196.0;0.45;0.11;0.36;3.69
'Pompey'; 'Alexander_the_Great';343;38253.72;113391.33;75137.61;151645.05;0.41;0.36;0.3;0.18
'Merv'; 'Alexander_the_Great';18;5675.58;113391.33;107715.75;119066.91;0.36;0.11;0.39;6.05
'Fluellen'; 'Alexander_the_Great';11;421.05;113391.33;112970.28;113812.38;0.3;0.49;0.72;5.43
'Temple_in_Jerusalem'; 'Alexander_the_Great';31;9014.67;113391.33;104376.66;122406.0;0.39;0.17;0.45;4.89
'Diadochi'; 'Alexander_the_Great';506;7056.32;113391.33;106335.01;120447.65;0.64;0.09;0.22;0.51
'Ancient_Macedonian_army'; 'Alexander_the_Great';85;2887.33;113391.33;110504.0;116278.66;0.62;0.09;0.26;0.07
'Malacca_Sultanate'; 'Alexander_the_Great';10;3377.33;113391.33;110014.0;116768.66;0.32;0.13;0.51;9.79
'Depictions_of_Muhammad'; 'Alexander_the_Great';15;5392.33;113391.33;107999.0;118783.66;0.41;0.1;0.48;7.19
'Alexander_V_of_Macedon'; 'Alexander_the_Great';22;453.67;113391.33;112937.66;113845.0;0.4;0.88;0.39;1.55
'Memnon_of_Rhodes'; 'Alexander_the_Great';11;543.0;113391.33;112848.33;113934.33;0.44;0.54;0.29;1.75
'Jaffa'; 'Alexander_the_Great';16;17143.48;113391.33;96247.85;130534.81;0.33;0.12;0.47;8.83
'Mary_Renault'; 'Alexander_the_Great';17;1125.0;113391.33;112266.33;114516.33;0.35;0.29;0.35;2.42
'Macedonia_naming_dispute'; 'Alexander_the_Great';103;8171.0;113391.33;105220.33;121562.33;0.44;0.09;0.39;3.27
'Istanbul_Archaeology_Museums'; 'Alexander_the_Great';26;268.67;113391.33;113122.66;113660.0;0.36;0.2;0.41;3.09
'Canaan'; 'Alexander_the_Great';15;55228.83;113391.33;58162.5;168620.16;0.48;0.15;0.35;3.82
'Drypetis'; 'Alexander_the_Great';22;631.58;113391.33;112759.75;114022.91;0.33;0.6;0.33;0.47
'Lebanon'; 'Alexander_the_Great';20;172193.81;113391.33;58802.48;285585.14;0.37;0.16;0.59;9.81
'Bessus'; 'Alexander_the_Great';393;2557.06;113391.33;110834.27;115948.39;0.42;0.45;0.29;0.4
'Gates_of_Alexander'; 'Alexander_the_Great';196;1799.67;113391.33;111591.66;115191.0;0.45;0.09;0.39;2.39
'Pike_(weapon)'; 'Alexander_the_Great';15;11721.31;113391.33;101670.02;125112.64;0.38;0.15;0.49;7.53
'Luxor_Temple'; 'Alexander_the_Great';71;3448.0;113391.33;109943.33;116839.33;0.31;0.16;0.45;4.52
'Greece'; 'Alexander_the_Great';767;192072.17;113391.33;78680.84;305463.5;0.55;0.16;0.54;2.72
'Rohit_Purohit'; 'Alexander_the_Great';19;2856.33;113391.33;110535.0;116247.66;0.11;0.42;0.57;7.0
'Dionysius_I_of_Syracuse'; 'Alexander_the_Great';21;1076.0;113391.33;112315.33;114467.33;0.4;0.44;0.39;1.01
'Plutarch'; 'Alexander_the_Great';49;24830.71;113391.33;88560.62;138222.04;0.48;0.29;0.26;0.47
'Syr_Darya'; 'Alexander_the_Great';13;2137.0;113391.33;111254.33;115528.33;0.33;0.2;0.39;5.17
'Linothorax'; 'Alexander_the_Great';10;2036.32;113391.33;111355.01;115427.65;0.29;0.17;0.44;7.95
'Bagoas'; 'Alexander_the_Great';10;593.15;113391.33;112798.18;113984.48;0.27;0.49;0.34;1.18
'Chanakya'; 'Alexander_the_Great';18;46871.26;113391.33;66520.07;160262.59;0.24;0.28;0.38;6.08
'Epicurus'; 'Alexander_the_Great';20;18650.53;113391.33;94740.8;132041.86;0.32;0.34;0.41;3.86
'Peace_of_Antalcidas'; 'Alexander_the_Great';12;345.33;113391.33;113046.0;113736.66;0.44;0.09;0.37;4.0
'Mentor_of_Rhodes'; 'Alexander_the_Great';13;239.33;113391.33;113152.0;113630.66;0.31;0.58;0.35;0.07
'Gregorian_calendar'; 'Alexander_the_Great';13;35770.67;113391.33;77620.66;149162.0;0.37;0.09;0.5;10.48
'Baalbek'; 'Alexander_the_Great';18;13976.61;113391.33;99414.72;127367.94;0.42;0.12;0.4;5.52
'Rhacotis'; 'Alexander_the_Great';10;582.63;113391.33;112808.7;113973.96;0.43;0.13;0.41;4.83
'Jeddah'; 'Alexander_the_Great';23;31966.12;113391.33;81425.21;145357.45;0.28;0.13;0.57;10.49
'Timeline_of_LGBT_history'; 'Alexander_the_Great';12;6928.33;113391.33;106463.0;120319.66;0.5;0.08;0.4;5.32
'Battle_of_the_Granicus'; 'Alexander_the_Great';139;1869.33;113391.33;111522.0;115260.66;0.61;0.1;0.21;0.58
'Matter_of_Britain'; 'Alexander_the_Great';10;4215.67;113391.33;109175.66;117607.0;0.26;0.41;0.61;7.54
'Philip_III_of_Macedon'; 'Alexander_the_Great';913;2379.67;113391.33;111011.66;115771.0;0.53;0.91;0.25;2.31
'Elamite_language'; 'Alexander_the_Great';42;2075.67;113391.33;111315.66;115467.0;0.28;0.14;0.41;5.1
'Selim_I'; 'Alexander_the_Great';48;6498.67;113391.33;106892.66;119890.0;0.32;0.92;0.45;0.75
'French_campaign_in_Egypt_and_Syria'; 'Alexander_the_Great';70;4700.67;113391.33;108690.66;118092.0;0.48;0.1;0.45;3.52
'Inferno_(Dante)'; 'Alexander_the_Great';39;140302.63;113391.33;26911.3;253693.96;0.42;0.09;0.48;6.89
'Citron'; 'Alexander_the_Great';11;45479.62;113391.33;67911.71;158870.95;0.31;0.32;0.53;8.27
'Afghanistan'; 'Alexander_the_Great';380;191101.79;113391.33;77710.46;304493.12;0.42;0.16;0.5;3.76
'Peshawar'; 'Alexander_the_Great';10;20700.83;113391.33;92690.5;134092.16;0.33;0.14;0.45;9.89
