Entity1;Entity2;ClickstreamEnt1Ent2;PopularityEnt1;PopularityEnt2;PopularityDiff;PopularitySum;CosineSimilarityEnt1Ent2;DBpediaSimilarityEnt1Ent2;DBpediaRelatednessEnt1Ent2;PalmaInterestingnessEnt1Ent2
'Alexander_the_Great'; 'Thrasyllus_of_Mendes';12;113391.33;184.0;113207.33;113575.33;0.18;0.29;0.44;5.33
'Alexander_the_Great'; 'Expansion_of_Macedonia_under_Philip_II';147;113391.33;378.33;113013.0;113769.66;0.6;0.0;0.28;0.83
'Alexander_the_Great'; 'Byzantine_Empire';416;113391.33;62818.67;50572.66;176210.0;0.53;0.14;0.35;1.44
'Alexander_the_Great'; 'Battle_of_Thermopylae';16;113391.33;32616.67;80774.66;146008.0;0.48;0.09;0.34;4.36
'Alexander_the_Great'; 'Pyrgoteles';94;113391.33;76.79;113314.54;113468.12;0.42;0.43;0.44;0.73
'Alexander_the_Great'; 'Pamphylia';14;113391.33;1315.26;112076.07;114706.59;0.34;0.15;0.35;4.71
'Alexander_the_Great'; 'Napoleon';190;113391.33;287790.99;174399.66;401182.32;0.46;0.29;0.51;2.85
'Alexander_the_Great'; 'Constantinople';10;113391.33;98745.13;14646.2;212136.46;0.5;0.13;0.43;6.86
'Alexander_the_Great'; 'Darius_III';3266;113391.33;5470.0;107921.33;118861.33;0.56;0.71;0.24;1.83
'Alexander_the_Great'; 'Gog_and_Magog';67;113391.33;15648.0;97743.33;129039.33;0.35;0.1;0.4;4.96
'Alexander_the_Great'; 'Perdiccas';164;113391.33;2052.91;111338.42;115444.24;0.42;0.59;0.25;1.54
'Alexander_the_Great'; 'Pasargadae';22;113391.33;3914.29;109477.04;117305.62;0.26;0.12;0.36;6.56
'Alexander_the_Great'; 'Hegesias_of_Magnesia';24;113391.33;74.33;113317.0;113465.66;0.31;0.31;0.48;2.72
'Alexander_the_Great'; 'Macedonia_(ancient_kingdom)';13023;113391.33;13335.0;100056.33;126726.33;0.63;0.14;0.15;1.17
'Alexander_the_Great'; 'Sarcophagus';112;113391.33;9971.58;103419.75;123362.91;0.33;0.0;0.47;6.59
'Alexander_the_Great'; 'Attic_calendar';196;113391.33;1237.33;112154.0;114628.66;0.41;0.1;0.42;2.74
'Alexander_the_Great'; 'Histories_of_Alexander_the_Great';15;113391.33;143.33;113248.0;113534.66;0.45;0.0;0.38;4.29
'Alexander_the_Great'; 'Oxyartes';33;113391.33;525.97;112865.36;113917.3;0.34;0.4;0.32;0.67
'Alexander_the_Great'; 'List_of_biblical_figures_identified_in_extra-biblical_sources';140;113391.33;674.67;112716.66;114066.0;0.44;0.0;0.4;3.14
'Alexander_the_Great'; 'Sidon';32;113391.33;10401.68;102989.65;123793.01;0.34;0.13;0.4;5.49
'Alexander_the_Great'; 'Caria';32;113391.33;2905.14;110486.19;116296.47;0.37;0.15;0.3;2.76
'Alexander_the_Great'; 'Sarissa';218;113391.33;4422.65;108968.68;117813.98;0.36;0.17;0.34;2.19
'Alexander_the_Great'; 'Achaemenid_Empire';1569;113391.33;29533.0;83858.33;142924.33;0.58;0.14;0.14;1.52
'Alexander_the_Great'; 'Ada_of_Caria';194;113391.33;375.0;113016.33;113766.33;0.37;0.28;0.36;1.16
'Alexander_the_Great'; 'Gorgon';13;113391.33;28019.85;85371.48;141411.18;0.36;0.08;0.45;9.81
'Alexander_the_Great'; 'Greek_colonisation';116;113391.33;926.0;112465.33;114317.33;0.19;0.0;0.36;6.52
'Alexander_the_Great'; 'Termessos';21;113391.33;611.05;112780.28;114002.38;0.29;0.12;0.4;5.47
'Alexander_the_Great'; 'Philotas';57;113391.33;1145.0;112246.33;114536.33;0.4;0.58;0.29;1.13
'Alexander_the_Great'; 'Carthage';15;113391.33;54685.45;58705.88;168076.78;0.4;0.13;0.35;5.67
'Alexander_the_Great'; 'Battle_of_Jaxartes';188;113391.33;489.33;112902.0;113880.66;0.51;0.1;0.24;0.38
'Alexander_the_Great'; 'Taulantii';10;113391.33;464.21;112927.12;113855.54;0.37;0.12;0.37;5.1
'Alexander_the_Great'; 'Syr_Darya';17;113391.33;2137.0;111254.33;115528.33;0.33;0.2;0.39;4.67
'Alexander_the_Great'; 'Plutarch';128;113391.33;24830.71;88560.62;138222.04;0.48;0.29;0.26;0.37
'Alexander_the_Great'; 'Siwa_Oasis';142;113391.33;13781.0;99610.33;127172.33;0.33;0.12;0.39;4.06
'Alexander_the_Great'; 'Kunar_Valley';46;113391.33;157.33;113234.0;113548.66;0.1;0.21;0.38;4.59
'Alexander_the_Great'; 'Egyptian_hieroglyphs';23;113391.33;18909.0;94482.33;132300.33;0.39;0.11;0.45;6.68
'Alexander_the_Great'; 'Susa';139;113391.33;11417.09;101974.24;124808.42;0.38;0.13;0.26;1.78
'Alexander_the_Great'; 'Library_of_Alexandria';18;113391.33;21222.0;92169.33;134613.33;0.43;0.14;0.35;4.24
'Alexander_the_Great'; 'Thermopylae';71;113391.33;12795.16;100596.17;126186.49;0.37;0.15;0.37;3.57
'Alexander_the_Great'; 'Book_of_Daniel';34;113391.33;8889.33;104502.0;122280.66;0.5;0.15;0.43;3.44
'Alexander_the_Great'; 'Bactria';119;113391.33;18362.32;95029.01;131753.65;0.47;0.14;0.25;0.76
'Alexander_the_Great'; 'Hadrian';11;113391.33;45002.42;68388.91;158393.75;0.42;0.33;0.32;1.35
'Alexander_the_Great'; 'Ancient_Greek';611;113391.33;22904.0;90487.33;136295.33;0.4;0.13;0.36;2.32
'Alexander_the_Great'; 'Dicaearchus';20;113391.33;366.32;113025.01;113757.65;0.33;0.29;0.35;2.18
'Alexander_the_Great'; 'Martin_Luther';33;113391.33;57050.67;56340.66;170442.0;0.42;0.33;0.57;4.83
'Alexander_the_Great'; 'Parthia';10;113391.33;8949.66;104441.67;122340.99;0.35;0.15;0.3;5.07
'Alexander_the_Great'; 'Nanda_Empire';177;113391.33;7291.33;106100.0;120682.66;0.33;0.14;0.36;3.16
'Alexander_the_Great'; 'Temple_of_Artemis';455;113391.33;17627.33;95764.0;131018.66;0.42;0.15;0.36;2.07
'Alexander_the_Great'; 'Itinerarium_Alexandri';10;113391.33;39.67;113351.66;113431.0;0.37;0.15;0.42;3.72
'Alexander_the_Great'; 'Argead_dynasty';1424;113391.33;2552.0;110839.33;115943.33;0.35;0.08;0.28;1.72
'Alexander_the_Great'; 'Erigyius';32;113391.33;137.89;113253.44;113529.22;0.39;0.54;0.38;0.14
'Alexander_the_Great'; 'André_Castaigne';18;113391.33;134.33;113257.0;113525.66;0.29;0.39;0.6;3.79
'Alexander_the_Great'; 'Ernst_Badian';11;113391.33;119.0;113272.33;113510.33;0.26;0.26;0.5;5.2
'Alexander_the_Great'; 'Indian_subcontinent';93;113391.33;40469.47;72921.86;153860.8;0.42;0.17;0.38;3.04
'Alexander_the_Great'; 'Antipater';394;113391.33;3927.56;109463.77;117318.89;0.48;0.6;0.25;1.67
'Alexander_the_Great'; 'Philip_II_of_Macedon';8188;113391.33;11860.0;101531.33;125251.33;0.59;0.78;0.19;2.43
'Alexander_the_Great'; 'Trajan';11;113391.33;36932.8;76458.53;150324.13;0.47;0.36;0.35;0.95
'Alexander_the_Great'; 'Heracles';30;113391.33;79891.06;33500.27;193282.39;0.33;0.34;0.32;1.99
'Alexander_the_Great'; 'Epirus_(ancient_state)';160;113391.33;1665.33;111726.0;115056.66;0.43;0.15;0.32;1.53
'Alexander_the_Great'; 'Greek_language';51;113391.33;33537.33;79854.0;146928.66;0.41;0.14;0.42;4.52
'Alexander_the_Great'; 'Diadochi';2687;113391.33;7056.32;106335.01;120447.65;0.64;0.09;0.22;0.4
'Alexander_the_Great'; 'Early_world_maps';21;113391.33;5777.33;107614.0;119168.66;0.44;0.2;0.42;3.8
'Alexander_the_Great'; 'Thessaly';20;113391.33;8789.06;104602.27;122180.39;0.36;0.17;0.36;4.57
'Alexander_the_Great'; 'Hecataeus_of_Miletus';11;113391.33;1077.33;112314.0;114468.66;0.32;0.3;0.38;3.64
'Alexander_the_Great'; 'Guillain–Barré_syndrome';193;113391.33;62266.84;51124.49;175658.17;0.26;0.08;0.79;9.22
'Alexander_the_Great'; 'Aornos';179;113391.33;483.68;112907.65;113875.01;0.45;0.1;0.4;2.09
'Alexander_the_Great'; 'Ottoman_Empire';13;113391.33;110203.33;3188.0;223594.66;0.43;0.14;0.52;9.28
'Alexander_the_Great'; 'Cyropaedia';53;113391.33;1282.11;112109.22;114673.44;0.32;0.13;0.43;4.4
'Alexander_the_Great'; 'Socrates';46;113391.33;214793.16;101401.83;328184.49;0.24;0.29;0.39;4.93
'Alexander_the_Great'; 'Lynkestis';21;113391.33;294.21;113097.12;113685.54;0.42;0.1;0.37;3.3
'Alexander_the_Great'; 'War_elephant';42;113391.33;5844.33;107547.0;119235.66;0.35;0.1;0.33;4.14
'Alexander_the_Great'; 'Plautus';22;113391.33;4679.47;108711.86;118070.8;0.4;0.34;0.46;3.13
'Alexander_the_Great'; 'Amun';139;113391.33;22285.14;91106.19;135676.47;0.38;0.1;0.41;4.12
'Alexander_the_Great'; 'Third_Macedonian_War';94;113391.33;1102.33;112289.0;114493.66;0.45;0.1;0.36;2.27
'Alexander_the_Great'; 'Jesus';32;113391.33;298018.1;184626.77;411409.43;0.39;0.33;0.48;4.22
'Alexander_the_Great'; 'Helios';11;113391.33;35345.05;78046.28;148736.38;0.49;0.09;0.34;4.87
'Alexander_the_Great'; 'Fountain_of_Youth';19;113391.33;6512.0;106879.33;119903.33;0.39;0.09;0.62;9.0
'Alexander_the_Great'; 'Karagiozis';22;113391.33;787.37;112603.96;114178.7;0.25;0.15;0.46;6.41
'Alexander_the_Great'; 'Caligula';235;113391.33;103439.82;9951.51;216831.15;0.25;0.35;0.4;2.85
'Alexander_the_Great'; 'Artaxerxes_III';88;113391.33;1478.0;111913.33;114869.33;0.36;0.85;0.28;2.15
'Alexander_the_Great'; 'Multan';44;113391.33;12505.98;100885.35;125897.31;0.27;0.13;0.43;6.6
'Alexander_the_Great'; 'Hannibal';87;113391.33;71440.18;41951.15;184831.51;0.42;0.49;0.37;0.22
'Alexander_the_Great'; 'Greeks';137;113391.33;32703.6;80687.73;146094.93;0.53;0.11;0.31;1.4
'Alexander_the_Great'; 'Attalus_(general)';56;113391.33;1203.54;112187.79;114594.87;0.42;0.58;0.3;1.12
'Alexander_the_Great'; 'Meleager_(general)';16;113391.33;452.21;112939.12;113843.54;0.43;0.58;0.3;1.51
'Alexander_the_Great'; 'Thracians';55;113391.33;21903.88;91487.45;135295.21;0.44;0.13;0.31;2.44
'Alexander_the_Great'; 'Thaïs';86;113391.33;3160.0;110231.33;116551.33;0.39;0.31;0.39;1.7
'Alexander_the_Great'; 'Diodorus_Siculus';157;113391.33;3057.33;110334.0;116448.66;0.35;0.36;0.29;0.42
'Alexander_the_Great'; 'Zoroastrianism';17;113391.33;273735.43;160344.1;387126.76;0.42;0.08;0.3;5.09
'Alexander_the_Great'; 'Silk_Road';12;113391.33;37180.33;76211.0;150571.66;0.45;0.16;0.31;3.35
'Alexander_the_Great'; 'Demetrius_I_of_Macedon';1409;113391.33;1381.67;112009.66;114773.0;0.37;0.91;0.3;1.33
'Alexander_the_Great'; 'Euripides';369;113391.33;17234.86;96156.47;130626.19;0.38;0.34;0.41;1.55
'Alexander_the_Great'; 'Vladimir_Lenin';10;113391.33;63180.67;50210.66;176572.0;0.32;0.3;0.66;11.43
'Alexander_the_Great'; 'Bessus';70;113391.33;2557.06;110834.27;115948.39;0.42;0.45;0.29;0.56
'Alexander_the_Great'; 'Louvre';11;113391.33;67415.33;45976.0;180806.66;0.39;0.16;0.45;8.53
'Alexander_the_Great'; 'Nemesis';17;113391.33;7435.33;105956.0;120826.66;0.33;0.15;0.46;7.3
'Alexander_the_Great'; 'Incitatus';12;113391.33;3664.21;109727.12;117055.54;0.22;0.32;0.52;7.63
'Alexander_the_Great'; 'Wars_of_the_Diadochi';307;113391.33;2507.33;110884.0;115898.66;0.44;0.1;0.23;0.77
'Alexander_the_Great'; 'Demosthenes';34;113391.33;10845.93;102545.4;124237.26;0.31;0.38;0.31;1.24
'Alexander_the_Great'; 'Demades';11;113391.33;152.63;113238.7;113543.96;0.3;0.41;0.37;1.81
'Alexander_the_Great'; 'Kambojas';23;113391.33;3167.82;110223.51;116559.15;0.29;0.1;0.33;5.66
'Alexander_the_Great'; 'Magnesia_on_the_Maeander';25;113391.33;666.0;112725.33;114057.33;0.31;0.12;0.38;4.71
'Alexander_the_Great'; 'Patroclus';30;113391.33;15183.33;98208.0;128574.66;0.24;0.43;0.44;3.66
'Alexander_the_Great'; 'Sardis';42;113391.33;7864.29;105527.04;121255.62;0.32;0.12;0.34;4.55
'Alexander_the_Great'; 'Stag_Hunt_Mosaic';42;113391.33;225.67;113165.66;113617.0;0.42;0.2;0.44;2.43
'Alexander_the_Great'; 'The_Persian_Boy';13;113391.33;481.0;112910.33;113872.33;0.43;0.09;0.33;3.55
'Alexander_the_Great'; 'Sogdia';81;113391.33;7027.89;106363.44;120419.22;0.47;0.15;0.29;1.27
'Alexander_the_Great'; 'Kandahar';197;113391.33;16189.47;97201.86;129580.8;0.36;0.13;0.43;3.83
'Alexander_the_Great'; 'Heracles_of_Macedon';5277;113391.33;682.33;112709.0;114073.66;0.44;0.41;0.33;0.03
'Alexander_the_Great'; 'Mesopotamia';2064;113391.33;145872.81;32481.48;259264.14;0.52;0.13;0.29;0.73
'Alexander_the_Great'; 'Nero';25;113391.33;124132.46;10741.13;237523.79;0.35;0.33;0.39;3.49
'Alexander_the_Great'; 'Romanization_of_Greek';330;113391.33;2439.0;110952.33;115830.33;0.25;0.21;0.54;3.86
'Alexander_the_Great'; 'Charisma';35;113391.33;11735.48;101655.85;125126.81;0.34;0.1;0.58;8.09
'Alexander_the_Great'; 'Robin_Lane_Fox';47;113391.33;1172.0;112219.33;114563.33;0.33;0.29;0.47;3.19
'Alexander_the_Great'; 'Roman_sculpture';14;113391.33;1913.33;111478.0;115304.66;0.46;0.13;0.43;4.73
'Alexander_the_Great'; 'Miletus';25;113391.33;9635.2;103756.13;123026.53;0.36;0.13;0.26;2.99
'Alexander_the_Great'; 'Claudius_Aelianus';11;113391.33;655.67;112735.66;114047.0;0.3;0.31;0.42;4.19
'Alexander_the_Great'; 'Speusippus';71;113391.33;692.63;112698.7;114083.96;0.32;0.3;0.44;2.47
'Alexander_the_Great'; 'Zeus';146;113391.33;124144.07;10752.74;237535.4;0.4;0.09;0.31;3.17
'Alexander_the_Great'; 'Medius_of_Larissa';1144;113391.33;375.33;113016.0;113766.66;0.32;0.56;0.38;0.22
'Alexander_the_Great'; 'Heterochromia_iridum';57;113391.33;18575.0;94816.33;131966.33;0.21;0.09;0.56;9.72
'Alexander_the_Great'; 'Catherine_the_Great';18;113391.33;47233.67;66157.66;160625.0;0.49;0.38;0.56;4.14
'Alexander_the_Great'; 'Ariobarzanes_of_Persis';17;113391.33;311.33;113080.0;113702.66;0.34;0.5;0.37;0.68
'Alexander_the_Great'; 'Ancient_Macedonian_army';119;113391.33;2887.33;110504.0;116278.66;0.62;0.09;0.26;0.07
'Alexander_the_Great'; 'Thracians';55;113391.33;21903.88;91487.45;135295.21;0.44;0.13;0.31;2.44
'Alexander_the_Great'; 'Thaïs';86;113391.33;3160.0;110231.33;116551.33;0.39;0.31;0.39;1.7
'Alexander_the_Great'; 'Diodorus_Siculus';157;113391.33;3057.33;110334.0;116448.66;0.35;0.36;0.29;0.42
'Alexander_the_Great'; 'Zoroastrianism';17;113391.33;273735.43;160344.1;387126.76;0.42;0.08;0.3;5.09
'Alexander_the_Great'; 'Grandiose_delusions';101;113391.33;6855.67;106535.66;120247.0;0.32;0.0;0.75;8.77
'Alexander_the_Great'; 'Silk_Road';12;113391.33;37180.33;76211.0;150571.66;0.45;0.16;0.31;3.35
'Alexander_the_Great'; 'Demetrius_I_of_Macedon';1409;113391.33;1381.67;112009.66;114773.0;0.37;0.91;0.3;1.33
'Alexander_the_Great'; 'Euripides';369;113391.33;17234.86;96156.47;130626.19;0.38;0.34;0.41;1.55
'Alexander_the_Great'; 'Vladimir_Lenin';10;113391.33;63180.67;50210.66;176572.0;0.32;0.3;0.66;11.43
'Alexander_the_Great'; 'Bessus';70;113391.33;2557.06;110834.27;115948.39;0.42;0.45;0.29;0.56
'Alexander_the_Great'; 'Louvre';11;113391.33;67415.33;45976.0;180806.66;0.39;0.16;0.45;8.53
'Alexander_the_Great'; 'Scimitar';65;113391.33;18943.7;94447.63;132335.03;0.33;0.0;0.69;9.97
'Alexander_the_Great'; 'History_of_India';500;113391.33;41345.33;72046.0;154736.66;0.55;0.0;0.35;2.25
'Alexander_the_Great'; 'Nemesis';17;113391.33;7435.33;105956.0;120826.66;0.33;0.15;0.46;7.3
'Alexander_the_Great'; 'Acute_pancreatitis';32;113391.33;8100.67;105290.66;121492.0;0.18;0.08;0;1.86
'Alexander_the_Great'; 'Beas_City';12;113391.33;487.67;112903.66;113879.0;0.11;0.0;0.5;17.45
'Alexander_the_Great'; 'Incitatus';12;113391.33;3664.21;109727.12;117055.54;0.22;0.32;0.52;7.63
'Alexander_the_Great'; 'Wars_of_the_Diadochi';307;113391.33;2507.33;110884.0;115898.66;0.44;0.1;0.23;0.77
'Alexander_the_Great'; 'Demosthenes';34;113391.33;10845.93;102545.4;124237.26;0.31;0.38;0.31;1.24
'Alexander_the_Great'; 'Hegemony';523;113391.33;25089.88;88301.45;138481.21;0.48;0.0;0.37;2.92
'Alexander_the_Great'; 'Demades';11;113391.33;152.63;113238.7;113543.96;0.3;0.41;0.37;1.81
'Alexander_the_Great'; 'Kambojas';23;113391.33;3167.82;110223.51;116559.15;0.29;0.1;0.33;5.66
'Alexander_the_Great'; 'Magnesia_on_the_Maeander';25;113391.33;666.0;112725.33;114057.33;0.31;0.12;0.38;4.71
'Alexander_the_Great'; 'Patroclus';30;113391.33;15183.33;98208.0;128574.66;0.24;0.43;0.44;3.66
'Alexander_the_Great'; 'Sardis';42;113391.33;7864.29;105527.04;121255.62;0.32;0.12;0.34;4.55
'Alexander_the_Great'; 'Clinical_Toxicology';12;113391.33;240.67;113150.66;113632.0;0.08;0.14;0;0.63
'Alexander_the_Great'; 'Stag_Hunt_Mosaic';42;113391.33;225.67;113165.66;113617.0;0.42;0.2;0.44;2.43
'Alexander_the_Great'; 'Pyre';15;113391.33;5105.59;108285.74;118496.92;0.27;0.0;0.5;12.98
'Alexander_the_Great'; 'The_Persian_Boy';13;113391.33;481.0;112910.33;113872.33;0.43;0.09;0.33;3.55
'Alexander_the_Great'; 'Sogdia';81;113391.33;7027.89;106363.44;120419.22;0.47;0.15;0.29;1.27
'Alexander_the_Great'; 'Kandahar';197;113391.33;16189.47;97201.86;129580.8;0.36;0.13;0.43;3.83
'Alexander_the_Great'; 'Heracles_of_Macedon';5277;113391.33;682.33;112709.0;114073.66;0.44;0.41;0.33;0.03
'Alexander_the_Great'; 'Mesopotamia';2064;113391.33;145872.81;32481.48;259264.14;0.52;0.13;0.29;0.73
'Alexander_the_Great'; 'Nero';25;113391.33;124132.46;10741.13;237523.79;0.35;0.33;0.39;3.49
'Alexander_the_Great'; 'Romanization_of_Greek';330;113391.33;2439.0;110952.33;115830.33;0.25;0.21;0.54;3.86
'Alexander_the_Great'; 'Charisma';35;113391.33;11735.48;101655.85;125126.81;0.34;0.1;0.58;8.09
'Alexander_the_Great'; 'Robin_Lane_Fox';47;113391.33;1172.0;112219.33;114563.33;0.33;0.29;0.47;3.19
'Alexander_the_Great'; 'Roman_sculpture';14;113391.33;1913.33;111478.0;115304.66;0.46;0.13;0.43;4.73
'Alexander_the_Great'; 'Miletus';25;113391.33;9635.2;103756.13;123026.53;0.36;0.13;0.26;2.99
'Alexander_the_Great'; 'Claudius_Aelianus';11;113391.33;655.67;112735.66;114047.0;0.3;0.31;0.42;4.19
'Alexander_the_Great'; 'Speusippus';71;113391.33;692.63;112698.7;114083.96;0.32;0.3;0.44;2.47
'Alexander_the_Great'; 'Zeus';146;113391.33;124144.07;10752.74;237535.4;0.4;0.09;0.31;3.17
'Alexander_the_Great'; 'History_of_Macedonia_(ancient_kingdom)';39;113391.33;697.33;112694.0;114088.66;0.58;0.0;0.24;0.82
'Alexander_the_Great'; 'Medius_of_Larissa';1144;113391.33;375.33;113016.0;113766.66;0.32;0.56;0.38;0.22
'Alexander_the_Great'; 'Heterochromia_iridum';57;113391.33;18575.0;94816.33;131966.33;0.21;0.09;0.56;9.72
'Alexander_the_Great'; 'Catherine_the_Great';18;113391.33;47233.67;66157.66;160625.0;0.49;0.38;0.56;4.14
'Alexander_the_Great'; 'Ariobarzanes_of_Persis';17;113391.33;311.33;113080.0;113702.66;0.34;0.5;0.37;0.68
'Alexander_the_Great'; 'Ancient_Macedonian_army';119;113391.33;2887.33;110504.0;116278.66;0.62;0.09;0.26;0.07
'Alexander_the_Great'; 'Cleopatra_of_Macedon';318;113391.33;1458.33;111933.0;114849.66;0.43;0.52;0.29;0.71
'Alexander_the_Great'; 'Levant';57;113391.33;67163.16;46228.17;180554.49;0.36;0.22;0.33;2.88
'Alexander_the_Great'; 'Edicts_of_Ashoka';15;113391.33;7106.67;106284.66;120498.0;0.35;0.09;0.35;6.43
'Alexander_the_Great'; 'Danube';16;113391.33;65705.08;47686.25;179096.41;0.28;0.18;0.49;10.01
'Alexander_the_Great'; 'The_Virtues_of_War';23;113391.33;136.0;113255.33;113527.33;0.39;0.1;0.37;3.16
'Alexander_the_Great'; 'Sogdian_Rock';115;113391.33;487.0;112904.33;113878.33;0.43;0.09;0.26;1.24
'Alexander_the_Great'; 'Haemus_Mons';26;113391.33;239.33;113152.0;113630.66;0.16;0.22;0.46;5.48
'Alexander_the_Great'; 'Porus';2236;113391.33;79116.28;34275.05;192507.61;0.43;0.43;0.35;0.18
'Alexander_the_Great'; 'Triballi';30;113391.33;728.95;112662.38;114120.28;0.34;0.13;0.38;4.01
'Alexander_the_Great'; 'Greek_genocide';1206;113391.33;7309.0;106082.33;120700.33;0.46;0.06;0.4;2.25
'Alexander_the_Great'; 'Personal_relationships_of_Alexander_the_Great';466;113391.33;2858.67;110532.66;116250.0;0.76;0.13;0.31;0.3
'Alexander_the_Great'; 'Hoplite';45;113391.33;11831.58;101559.75;125222.91;0.4;0.11;0.33;3.5
'Alexander_the_Great'; 'Neoptolemus_I_of_Epirus';113;113391.33;320.33;113071.0;113711.66;0.23;0.85;0.32;0.92
'Alexander_the_Great'; 'Iliad';106;113391.33;64508.4;48882.93;177899.73;0.44;0.13;0.36;3.02
'Alexander_the_Great'; 'Corinth';16;113391.33;17347.27;96044.06;130738.6;0.24;0.13;0.36;8.66
'Alexander_the_Great'; 'Pharaoh';12;113391.33;46283.9;67107.43;159675.23;0.44;0.52;0.39;0.24
'Alexander_the_Great'; 'Greece';23;113391.33;192072.17;78680.84;305463.5;0.55;0.16;0.54;5.77
'Alexander_the_Great'; 'Cultural_depictions_of_Alexander_the_Great';279;113391.33;465.67;112925.66;113857.0;0.78;0.11;0.31;0.26
'Alexander_the_Great'; 'Qin_Shi_Huang';14;113391.33;24050.33;89341.0;137441.66;0.4;0.56;0.49;2.12
'Alexander_the_Great'; 'Siege_of_Miletus';127;113391.33;192.0;113199.33;113583.33;0.3;0.09;0.24;1.83
'Alexander_the_Great'; 'Pontic_Greeks';129;113391.33;3386.33;110005.0;116777.66;0.4;0.14;0.35;2.38
'Alexander_the_Great'; 'George_Washington';11;113391.33;163184.67;49793.34;276576.0;0.44;0.38;0.72;8.87
'Alexander_the_Great'; 'Primary_source';13;113391.33;9151.33;104240.0;122542.66;0.32;0.21;0.54;8.56
'Alexander_the_Great'; 'Opis';50;113391.33;984.17;112407.16;114375.5;0.33;0.13;0.34;3.28
'Alexander_the_Great'; 'Suda';18;113391.33;3616.92;109774.41;117008.25;0.34;0.12;0.39;5.96
'Alexander_the_Great'; 'Antigonid_dynasty';139;113391.33;1619.67;111771.66;115011.0;0.33;0.14;0.31;2.36
'Alexander_the_Great'; 'Sisygambis';334;113391.33;923.16;112468.17;114314.49;0.57;0.6;0.35;0.89
'Alexander_the_Great'; 'Greater_Iran';430;113391.33;3196.67;110194.66;116588.0;0.48;0.19;0.34;1.01
'Alexander_the_Great'; 'Mark_Antony';11;113391.33;27332.0;86059.33;140723.33;0.44;0.37;0.33;0.68
'Alexander_the_Great'; 'Indus_River';269;113391.33;22688.67;90702.66;136080.0;0.33;0.15;0.32;2.7
'Alexander_the_Great'; 'Lysippos';248;113391.33;1719.47;111671.86;115110.8;0.35;0.42;0.39;0.92
'Alexander_the_Great'; 'Macrinus';14;113391.33;5176.47;108214.86;118567.8;0.25;0.54;0.42;2.46
'Alexander_the_Great'; 'Macedonian_phalanx';212;113391.33;2125.0;111266.33;115516.33;0.43;0.11;0.32;1.78
'Alexander_the_Great'; 'Aristobulus_of_Cassandreia';33;113391.33;183.33;113208.0;113574.66;0.35;0.34;0.36;1.31
'Alexander_the_Great'; 'Marcus_Aurelius';16;113391.33;41067.67;72323.66;154459.0;0.31;0.56;0.38;1.0
'Alexander_the_Great'; 'Synoecism';19;113391.33;588.95;112802.38;113980.28;0.36;0.13;0.45;5.11
'Alexander_the_Great'; 'Cilicia';38;113391.33;8931.15;104460.18;122322.48;0.41;0.14;0.32;2.89
'Alexander_the_Great'; 'Alexandria';1177;113391.33;56390.27;57001.06;169781.6;0.44;0.12;0.35;1.95
'Alexander_the_Great'; 'Rack_(torture)';75;113391.33;12747.37;100643.96;126138.7;0.33;0.15;0.51;5.55
'Alexander_the_Great'; 'Platonic_Academy';66;113391.33;4042.33;109349.0;117433.66;0.46;0.1;0.39;3.07
'Alexander_the_Great'; 'Cleopatra_Eurydice_of_Macedon';619;113391.33;1177.0;112214.33;114568.33;0.38;0.29;0.3;0.56
'Alexander_the_Great'; 'Lysimachus_of_Acarnania';81;113391.33;61.0;113330.33;113452.33;0.25;0.42;0.43;1.39
'Alexander_the_Great'; 'Delphi';35;113391.33;35202.68;78188.65;148594.01;0.45;0.12;0.31;2.86
'Alexander_the_Great'; 'Attila';28;113391.33;74627.68;38763.65;188019.01;0.39;0.85;0.45;1.07
'Alexander_the_Great'; 'Ganges';24;113391.33;84187.8;29203.53;197579.13;0.41;0.14;0.49;7.21
'Alexander_the_Great'; 'Alexandropolis_Maedica';165;113391.33;199.67;113191.66;113591.0;0.31;0.13;0.46;2.94
'Alexander_the_Great'; 'Philip_(son_of_Machatas)';13;113391.33;190.33;113201.0;113581.66;0.41;0.5;0.42;0.83
'Alexander_the_Great'; 'Antiochus_IV_Epiphanes';29;113391.33;5678.33;107713.0;119069.66;0.32;0.88;0.35;2.03
'Alexander_the_Great'; 'Shahnameh';38;113391.33;8388.57;105002.76;121779.9;0.38;0.15;0.4;4.31
'Alexander_the_Great'; 'Battle_of_Chaeronea_(338_BC)';569;113391.33;2282.67;111108.66;115674.0;0.47;0.1;0.29;1.07
'Alexander_the_Great'; 'Joan_of_Arc';13;113391.33;60672.0;52719.33;174063.33;0.29;0.28;0.62;10.57
'Alexander_the_Great'; 'Colin_Farrell';42;113391.33;62330.0;51061.33;175721.33;0.33;0.33;0.6;5.9
'Alexander_the_Great'; 'British_Museum';22;113391.33;16001.33;97390.0;129392.66;0.52;0.14;0.43;4.01
'Alexander_the_Great'; 'Ancient_Greece';1982;113391.33;43249.33;70142.0;156640.66;0.6;0.09;0.23;0.17
'Alexander_the_Great'; 'Ancient_Egypt';446;113391.33;47790.33;65601.0;161181.66;0.53;0.14;0.3;0.83
'Alexander_the_Great'; 'Taxiles';211;113391.33;1442.16;111949.17;114833.49;0.4;0.45;0.31;0.14
'Alexander_the_Great'; 'House_of_the_Faun';27;113391.33;1341.0;112050.33;114732.33;0.36;0.15;0.38;3.93
